artist,album,track_name,release_date,popularity,genres,sub-genres,explicit,followers,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist,mood
Dua Lipa,Don't Start Now,Don't Start Now,2019-10-31,77,dance pop, pop,0,39117120,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0,0,0,123.941,183290,4,playlist_2019,1
Taylor Swift,Lover,You Need To Calm Down,2019-08-23,77,pop,,0,70367974,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2,-5.617,1,0,0,0,85.026,171360,4,playlist_2019,1
Post Malone,Hollywood's Bleeding,Goodbyes (feat. Young Thug),2019-09-06,78,dfw rap, melodic rap,1,40073988,0t3ZvGKlmYmVsDzBJAXK8C,0.548,0.653,5,-3.875,1,0,0,0,150.068,174853,4,playlist_2019,0
Ariana Grande,"thank u, next","break up with your girlfriend, i'm bored",2019-02-08,76,dance pop, pop,1,88885727,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,-5.29,0,0,0,0,169.999,190440,4,playlist_2019,0
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),2019-06-07,76,chicago rap, rap,1,9267978,6uFn47ACjqYkc0jADwEdj1,0.772,0.639,1,-7.119,1,0,0,0,168.112,166560,4,playlist_2019,0
Bad Bunny,Callaita,Callaita,2019-05-31,76,reggaeton, trap latino,1,66511138,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0,0,0,176.169,250534,4,playlist_2019,0
Dave,PSYCHODRAMA,Location (feat. Burna Boy),2019-03-08,76,uk hip hop,,1,2925647,3z4CGd63tpUn9a6oQSG0CI,0.812,0.496,9,-5.969,0,0,0,0,109.979,241293,4,playlist_2019,1
Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,Dance Monkey,2019-10-17,76,australian pop, dance pop,0,3001298,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,-6.4,0,0,0,0,98.027,209438,4,playlist_2019,1
Drake,The Best In The World Pack,Money In The Grave (Drake ft. Rick Ross),2019-06-15,76,canadian hip hop, canadian pop,1,73357492,5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0,0,0,100.541,205427,4,playlist_2019,0
A Boogie Wit da Hoodie,Hoodie SZN,Look Back at It,2018-12-21,76,melodic rap, rap,1,7235199,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0,0,0,96.057,179449,4,playlist_2019,1
Dan + Shay,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",2019-10-04,75,contemporary country, country,0,2886878,2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0,0,0,89.991,167693,4,playlist_2019,0
Lil Nas X,7 EP,Old Town Road,2019-06-21,75,lgbtq+ hip hop, pop,0,12347827,0F7FA14euOIX8KcbEturGH,0.907,0.53,1,-6.112,1,0,0,0,135.998,113000,4,playlist_2019,1
Kodak Black,Dying to Live,ZEZE (feat. Travis Scott & Offset),2018-12-14,75,florida drill, florida rap,1,9108185,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0,0,0,98.043,228760,4,playlist_2019,1
MEDUZA,Piece Of Your Heart,Piece Of Your Heart,2019-02-01,75,edm, pop,0,611492,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0,0,0,124.08,152913,4,playlist_2019,1
Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,2019-01-18,75,dance pop, edm,0,1780296,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0,0,0,98.994,178480,4,playlist_2019,0
Kehlani,While We Wait,Nights Like This (feat. Ty Dolla $ign),2019-02-22,75,dance pop, pop,1,6705792,6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,8,-5.131,1,0,0,0,146.163,201788,4,playlist_2019,0
Mustard,Perfect Ten,Pure Water (with Migos),2019-06-28,75,cali rap, hip hop,1,1045273,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0,-5.545,1,0,0,0,202.015,192471,4,playlist_2019,0
Anuel AA,Secreto,Secreto,2019-01-15,74,reggaeton, reggaeton flow,0,27716472,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,11,-4.156,1,0,0,0,91.987,258800,4,playlist_2019,1
Lizzo,Cuz I Love You (Super Deluxe),Truth Hurts,2019-04-19,74,dance pop, escape room,1,5489467,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4,-3.046,0,0,0,0,158.087,173325,4,playlist_2019,0
Sam Smith,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),2019-01-11,74,pop, uk pop,0,22131598,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,8,-7.513,1,0,0,0,102.998,171030,4,playlist_2019,0
Kygo,Higher Love,Higher Love,2019-06-28,74,edm, pop,0,8310791,6oJ6le65B3SEqPwMRNXWjY,0.693,0.678,8,-7.159,1,0,0,0,103.952,228267,4,playlist_2019,0
Lauv,~how i'm feeling~,i'm so tired...,2020-03-06,74,dance pop, electropop,0,5642147,7LpMG3AEaIJgs62HQhAa91,0.548,0.735,11,-7.572,1,0,0,0,101.252,162587,4,playlist_2019,0
Anuel AA,China,China,2019-07-19,74,reggaeton, reggaeton flow,0,27716472,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0,0,0,105.027,301714,4,playlist_2019,1
BLACKPINK,KILL THIS LOVE,Kill This Love,2019-04-05,74,k-pop, k-pop girl group,0,38774345,6hvczQ05jc1yGlp9zhb95V,0.763,0.835,2,-5.234,0,0,0,0,131.875,191050,4,playlist_2019,1
Lizzo,Cuz I Love You (Super Deluxe),Good as Hell,2019-04-17,74,dance pop, escape room,0,5489467,6KgBpzTuTRPebChN0VTyzV,0.682,0.919,0,-3.18,0,0,0,0,95.982,159736,4,playlist_2019,1
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,2019-03-29,74,art pop, electropop,0,78095752,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0,0,0,120.046,193143,4,playlist_2019,0
Dominic Fike,"Don't Forget About Me, Demos",3 Nights,2018-10-16,73,alternative pop rock, pop,0,1036619,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0,0,0,151.891,177667,4,playlist_2019,1
Cardi B,Please Me,Please Me,2019-02-15,73,dance pop, pop,1,21276320,0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0,0,0,133.992,200890,4,playlist_2019,1
Marshmello,Here With Me,Here With Me,2019-03-08,73,brostep, dance pop,0,34954744,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,5,-3.933,0,0,0,0,99.961,156347,4,playlist_2019,0
Ed Sheeran,No.6 Collaborations Project,Beautiful People (feat. Khalid),2019-07-12,73,pop, uk pop,0,110635382,70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5,-8.114,0,0,0,0,92.979,197867,4,playlist_2019,1
Lunay,Épico,Soltera - Remix,2019-10-25,73,latin hip hop, latin pop,0,8127153,4t9a07PAghtQMRAIP9FQ7Z,0.795,0.783,5,-4.271,1,0,0,0,92.01,266087,4,playlist_2019,1
A Boogie Wit da Hoodie,Hoodie SZN,Swervin (feat. 6ix9ine),2018-12-21,73,melodic rap, rap,1,7235199,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0,0,0,93.023,189487,4,playlist_2019,0
Pedro Capó,Calma (Remix),Calma - Remix,2018-10-05,72,latin pop, puerto rican pop,0,1559770,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0,0,0,126.899,238200,4,playlist_2019,1
Sam Smith,How Do You Sleep?,How Do You Sleep?,2019-07-19,72,pop, uk pop,0,22131598,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0,0,0,110.567,202205,5,playlist_2019,0
DJ Snake,Carte Blanche,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",2019-07-25,72,dance pop, edm,1,8423124,0KoiMHhqKLoL4xM54rcWYY,0.842,0.801,8,-4.167,0,0,0,0,95.881,212500,4,playlist_2019,1
Queen,A Night At The Opera (Deluxe Remastered Version),Bohemian Rhapsody - Remastered 2011,1975-11-21,72,classic rock, glam rock,0,45849897,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0,0,0,143.883,354320,4,playlist_2019,0
NLE Choppa,Cottonwood,Shotta Flow (feat. Blueface) [Remix],2019-12-23,71,memphis hip hop,,1,5912968,5BJMeoCXXgbRAWfp6fTulr,0.894,0.511,2,-4.768,1,0,0,0,120.077,176632,4,playlist_2019,1
Ed Sheeran,No.6 Collaborations Project,I Don't Care (with Justin Bieber),2019-07-12,72,pop, uk pop,0,110635382,0hVXuCcriWRGvwMV1r5Yn9,0.798,0.676,6,-5.041,1,0,0,0,101.956,219947,4,playlist_2019,1
Marshmello,One Thing Right,One Thing Right,2019-06-21,71,brostep, dance pop,0,34954744,4hPpVbbakQNv8YTHYaOJP4,0.659,0.625,4,-2.253,1,0,0,0,88.042,181824,4,playlist_2019,0
Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),2019-01-11,71,dance pop, edm,0,23266323,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0,0,0,122.015,229184,4,playlist_2019,1
Cardi B,Money,Money,2018-10-23,71,dance pop, pop,1,21276320,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,8,-6.508,0,0,0,0,130.003,183527,4,playlist_2019,0
Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Grace,2019-05-17,71,pop, uk pop,0,10700380,0pEkK8MqbmGSX7fT8WLMbR,0.722,0.565,4,-5.848,1,0,0,0,104.483,185658,4,playlist_2019,0
Avicii,TIM,SOS (feat. Aloe Blacc),2019-06-06,71,dance pop, edm,0,22682798,2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0,0,0,100.001,157202,4,playlist_2019,0
Ava Max,Heaven & Hell,So Am I,2020-09-18,71,dance pop, pop,0,5843275,2Xnv3GntqbBH1juvUYSpHG,0.681,0.657,6,-4.671,1,0,0,0,130.089,183027,4,playlist_2019,1
Sech,Sueños,Otro Trago,2019-04-19,71,panamanian pop, reggaeton,1,11569061,1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0,0,0,176.044,225933,4,playlist_2019,1
Shawn Mendes,If I Can't Have You,If I Can't Have You,2019-05-03,70,canadian pop, dance pop,0,41138446,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0,0,0,123.911,190800,4,playlist_2019,1
Jonas Brothers,Happiness Begins,Only Human,2019-06-07,70,boy band, dance pop,0,6850949,0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0,-5.883,1,0,0,0,94.01,183000,4,playlist_2019,1
Miley Cyrus,Slide Away,Slide Away,2019-08-16,70,pop,,0,20128769,44ADyYoY5liaRa3EOAl4uf,0.53,0.538,5,-6.672,1,0,0,0,148.051,233654,4,playlist_2019,0
iann dior,nothings ever good enough,emotions,2019-05-22,70,melodic rap, pop,0,1707686,5ls62WNKHUUrdF3r1cv83T,0.63,0.63,9,-6.211,1,0,0,0,80.512,131213,4,playlist_2019,0
Paulo Londra,Homerun,Adan y Eva,2019-05-23,70,argentine hip hop, trap argentino,0,20959958,132ALUzVLmqYB4UsBj5qD6,0.767,0.709,1,-4.47,1,0,0,0,171.993,256972,4,playlist_2019,1
Lil Nas X,Panini,Panini,2019-09-13,70,lgbtq+ hip hop, pop,0,12347827,1000nHvUdawXuUHgBod4Wv,0.703,0.594,5,-6.146,0,0,0,0,153.848,114893,4,playlist_2019,0
DaBaby,Baby On Baby,Suge,2019-03-01,69,north carolina hip hop, rap,1,10643798,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0,0,0,75.445,163320,4,playlist_2019,1
Khalid,Free Spirit,Talk (feat. Disclosure),2019-04-05,69,pop, pop r&b,0,15865524,6TqXcAFInzjp0bODyvrWEq,0.9,0.4,0,-8.575,1,0,0,0,135.984,197573,4,playlist_2019,0
Katy Perry,Never Really Over,Never Really Over,2019-05-31,69,dance pop, pop,0,25922667,5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0,0,0,99.991,223523,4,playlist_2019,0
Saweetie,ICY,My Type,2019-03-29,69,cali rap, dance pop,1,1759366,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0,0,0,105.038,126446,4,playlist_2019,1
Normani,Motivation,Motivation,2019-08-16,69,dance pop, pop,0,2335475,0rIAC4PXANcKmitJfoqmVm,0.599,0.887,4,-3.967,1,0,0,0,170.918,193837,4,playlist_2019,1
Flipp Dinero,LOVE FOR GUALA,Leave Me Alone,2019-11-22,68,melodic rap, pop rap,1,1204548,6V7g6qM8wheMivMWrzbPTM,0.792,0.743,7,-2.806,1,0,0,0,150.024,195637,4,playlist_2019,1
Offset,FATHER OF 4,Clout (feat. Cardi B),2019-02-22,68,atl hip hop, hip hop,1,2683282,59ywHNwwchG4nZJMLyxSzd,0.919,0.622,1,-7.384,1,0,0,0,140.022,205803,4,playlist_2019,0
AJ Tracey,AJ Tracey,Ladbroke Grove,2019-02-08,68,grime, uk hip hop,0,1169917,7AODNxFNPnKaz4hURLzw5l,0.902,0.839,11,-9.447,0,0,0,0,133.989,190537,4,playlist_2019,1
Blanco Brown,Honeysuckle & Lightning Bugs,The Git Up,2019-10-10,67,black americana, country rap,0,140509,2KKijf6Ett4kmVNJze2roh,0.847,0.678,9,-8.635,1,0,0,0,97.984,200594,4,playlist_2019,1
Mabel,High Expectations,Mad Love,2019-08-02,67,dance pop, edm,0,1780296,6ImEBuxsbuTowuHmg3Z2FO,0.623,0.796,0,-2.981,0,0,0,0,197.524,169813,4,playlist_2019,1
The Weeknd,Blinding Lights,Blinding Lights,2019-11-29,18,canadian contemporary r&b, canadian pop,0,61328755,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0,0,0,171.017,201573,4,playlist_2020,0
Harry Styles,Fine Line,Watermelon Sugar,2019-12-13,87,pop,,0,26691694,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0,0,0,95.39,174000,4,playlist_2020,1
Ariana Grande,positions,positions,2020-10-23,20,dance pop, pop,1,88885727,7igeByaBM0MgGsgXtNxDJ7,0.736,0.802,0,-4.759,1,0,0,0,144.005,172325,4,playlist_2020,1
24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),2020-07-24,17,cali rap, pop,1,1994224,3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.558,0,0,0,0,90.989,140526,4,playlist_2020,1
Roddy Ricch,Please Excuse Me for Being Antisocial,The Box,2019-12-06,81,melodic rap, rap,1,9104634,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0,0,0,116.971,196653,4,playlist_2020,1
Arizona Zervas,ROXANNE,ROXANNE,2019-10-10,76,pop, pop rap,1,708601,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0,0,0,116.735,163636,5,playlist_2020,0
Doja Cat,Hot Pink,Say So,2019-11-07,77,dance pop, pop,1,24847113,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0,0,0,110.962,237893,4,playlist_2020,1
BTS,Dynamite,Dynamite,2020-08-21,0,k-pop, k-pop boy group,0,62724776,0v1x6rN6JHRapa03JElljE,0.746,0.765,6,-4.41,0,0,0,0,114.044,199054,4,playlist_2020,1
Lady Gaga,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),2020-05-22,72,art pop, dance pop,0,25686269,24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9,-3.764,1,0,0,0,123.056,182200,4,playlist_2020,1
Surfaces,Where the Light Is,Sunday Best,2019-01-06,74,bedroom soul, pop,0,887212,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0,0,0,112.022,158571,4,playlist_2020,1
Lil Mosey,Certified Hitmaker,Blueberry Faygo,2020-02-06,74,melodic rap, rap,1,5014752,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0,0,0,99.034,162547,4,playlist_2020,0
Powfu,death bed (coffee for your head),death bed (coffee for your head),2020-02-08,81,lo-fi chill, sad lo-fi,0,1153779,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0,0,0,144.026,173333,4,playlist_2020,0
Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),2020-05-08,80,dance pop, pop,0,88885727,4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0,0,0,178.765,228482,3,playlist_2020,1
Taylor Swift,folklore,august,2020-07-24,82,pop,,0,70367974,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0,0,0,89.937,261923,4,playlist_2020,0
Conan Gray,Kid Krow,Heather,2020-03-20,86,bedroom pop, pop,0,7727174,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0,0,0,102.078,198040,3,playlist_2020,0
Internet Money,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-08-29,52,pop rap, rap,1,701417,2DQNYMRjisN3KAPj1bEwOI,0.8,0.658,1,-6.142,0,0,0,0,140.042,195429,4,playlist_2020,0
Pop Smoke,Shoot For The Stars Aim For The Moon,What You Know Bout Love,2020-07-03,79,brooklyn drill,,1,12221619,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,10,-8.493,1,0,0,0,83.995,160000,4,playlist_2020,1
Cardi B,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),2020-08-07,78,dance pop, pop,1,21276320,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,1,0,0,0,133.073,187541,4,playlist_2020,0
Trevor Daniel,Nicotine,Falling,2020-03-26,9,melodic rap, pop,0,744707,2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,10,-8.756,0,0,0,0,127.087,159382,4,playlist_2020,0
Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),2020-01-17,82,detroit hip hop, hip hop,1,67857271,7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,10,-5.26,0,0,0,0,165.995,210800,4,playlist_2020,1
DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),2020-04-17,77,north carolina hip hop, rap,1,10643798,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0,0,0,89.977,181733,4,playlist_2020,0
Future,High Off Life,Life Is Good (feat. Drake),2020-05-15,71,atl hip hop, rap,1,13400281,1K5KBOgreBi5fkEHvg5ap3,0.795,0.574,2,-6.903,0,0,0,0,142.053,237918,4,playlist_2020,1
Justin Bieber,Changes,Intentions (feat. Quavo),2020-02-14,75,canadian pop, pop,0,70765340,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0,0,0,147.986,212867,4,playlist_2020,1
SAINt JHN,Roses (Imanbek Remix),Roses - Imanbek Remix,2019-09-13,57,melodic rap, rap,1,944636,2Wo6QQD1KMDWeFkkjLqwx5,0.785,0.721,8,-5.457,1,0,0,0,121.962,176219,4,playlist_2020,1
Juice WRLD,Come & Go (with Marshmello),Come & Go (with Marshmello),2020-07-09,62,chicago rap, melodic rap,1,28322891,4Lxseh0wN7N0ljiOh8KwbU,0.625,0.811,0,-5.183,1,0,0,0,144.994,205485,4,playlist_2020,1
J Balvin,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,72,reggaeton, reggaeton colombiano,0,36872271,0EhpEsp4L0oRGM0vmeaN5e,0.571,0.693,6,-8.234,0,0,0,0,168.169,232253,4,playlist_2020,0
Shawn Mendes,Monster,Monster (Shawn Mendes & Justin Bieber),2020-11-20,71,canadian pop, dance pop,0,41138446,2Z8yfpFX0ZMavHkcIeHiO1,0.652,0.383,2,-7.076,0,0,0,0,145.765,178994,4,playlist_2020,1
Tate McRae,you broke me first,you broke me first,2020-04-17,81,pop,,1,3443785,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0,0,0,124.148,169266,4,playlist_2020,0
Dua Lipa,Break My Heart,Break My Heart,2020-03-25,66,dance pop, pop,0,39117120,1raaNykBg1bDnWENUiglUA,0.73,0.729,4,-3.434,0,0,0,0,113.012,221820,4,playlist_2020,0
StaySolidRocky,Party Girl,Party Girl,2020-04-21,70,melodic rap, viral rap,0,165633,5RqR4ZCCKJDcBLIn4sih9l,0.728,0.431,6,-9.966,0,0,0,0,130.022,147800,4,playlist_2020,1
Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),2020-07-03,78,brooklyn drill,,1,12221619,0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0,0,0,125.971,190476,4,playlist_2020,0
Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,2019-10-04,81,rap, slap house,1,22070945,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0,0,0,76.469,175721,4,playlist_2020,0
Harry Styles,Fine Line,Adore You,2019-12-13,84,pop,,0,26691694,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0,0,0,99.048,207133,4,playlist_2020,1
BENEE,Hey u x,Supalonely (feat. Gus Dapperton),2020-11-13,61,alt z, nz pop,1,743532,3GZoWLVbmxcBys6g0DLFLf,0.862,0.631,7,-4.746,1,0,0,0,128.978,223488,4,playlist_2020,1
Taylor Swift,folklore,cardigan,2020-07-24,50,pop,,0,70367974,4LEK9rD7TWIG4FCL1s27XC,0.613,0.581,0,-8.588,0,0,0,0,130.033,239560,4,playlist_2020,1
Billie Eilish,everything i wanted,everything i wanted,2019-11-13,83,art pop, electropop,0,78095752,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0,1,0,120.006,245426,4,playlist_2020,0
Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),2019-11-26,75,tropical house,,0,156982,62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0,0,0,112.05,176547,4,playlist_2020,0
Selena Gomez,Rare,Rare,2020-01-10,64,dance pop, pop,0,41035018,7HMmFQsKsljwTw8bS7lu19,0.838,0.545,5,-6.713,1,0,0,0,114.998,220590,4,playlist_2020,1
JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),2019-10-17,76,alt z, canadian contemporary r&b,0,414646,2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0,0,0,75.801,208687,4,playlist_2020,1
Justin Bieber,Holy,Holy (feat. Chance The Rapper),2020-09-18,71,canadian pop, pop,0,70765340,5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0,0,0,86.919,212093,4,playlist_2020,0
Regard,Ride It,Ride It,2019-07-26,78,covertronica, dance pop,0,208997,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0,0,0,117.948,157606,4,playlist_2020,1
Jawsh 685,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),2020-06-11,74,nz pop,,1,109785,1xQ6trAsedVPCdbtDAmk0c,0.767,0.481,0,-8.52,0,0,0,0,150.076,171375,4,playlist_2020,1
Miley Cyrus,Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),2020-11-20,10,pop,,0,20128769,5JqZ3oqF00jkT81foAFvqg,0.781,0.67,3,-3.912,0,0,0,0,127.99,169333,4,playlist_2020,1
Megan Thee Stallion,Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),2020-04-29,65,dance pop, houston rap,1,7569633,5v4GgrXPMghOnBBLmveLac,0.822,0.743,10,-4.772,0,0,0,0,84.459,242001,4,playlist_2020,1
Drake,Toosie Slide,Toosie Slide,2020-04-03,72,canadian hip hop, canadian pop,1,73357492,127QTOFJsJQp5LbJbu3A1y,0.834,0.454,1,-9.75,0,0,0,0,81.618,247059,4,playlist_2020,1
The Weeknd,After Hours,After Hours,2020-03-20,85,canadian contemporary r&b, canadian pop,0,61328755,2p8IUWQDrpjuFltbdgLOag,0.664,0.572,5,-6.099,0,0,0,0,108.959,361027,4,playlist_2020,0
DJ Khaled,POPSTAR (feat. Drake),POPSTAR (feat. Drake),2020-07-17,73,hip hop, miami hip hop,1,9414464,6EDO9iiTtwNv6waLwa1UUq,0.8,0.56,5,-4.818,0,0,0,0,163.071,200221,4,playlist_2020,0
BLACKPINK,How You Like That,How You Like That,2020-06-26,0,k-pop, k-pop girl group,0,38774345,3vAn0qZzdyuHamcrpkfiX3,0.828,0.782,11,-4.014,1,0,0,0,130.013,181264,4,playlist_2020,0
Miley Cyrus,Midnight Sky,Midnight Sky,2020-08-14,4,pop,,0,20128769,27ycaQnQAxaPiyeg3nr2aB,0.705,0.814,4,-5.466,0,0,0,0,110.0,223279,4,playlist_2020,0
Justin Bieber,Yummy,Yummy,2020-01-03,66,canadian pop, pop,0,70765340,41L3O37CECZt3N7ziG2z7l,0.687,0.514,9,-6.612,0,0,0,0,145.921,210427,4,playlist_2020,0
Dua Lipa,Don't Start Now,Don't Start Now,2019-10-31,77,dance pop, pop,0,39117120,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0,0,0,123.941,183290,4,playlist_2020,1
Post Malone,Hollywood's Bleeding,Circles,2019-09-06,85,dfw rap, melodic rap,0,40073988,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0,0,0,120.042,215280,4,playlist_2020,1
Bad Bunny,DÁKITI,DÁKITI,2020-10-30,80,reggaeton, trap latino,1,66511138,47EiUVwUp4C9fGccaPuUCS,0.731,0.573,4,-10.059,0,0,0,0,109.928,205090,4,playlist_2020,0
Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),Before You Go,2019-11-22,83,pop, uk pop,0,10700380,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0,0,0,111.881,215107,4,playlist_2020,0
Halsey,Manic,You should be sad,2020-01-17,71,dance pop, electropop,1,19750095,7lidXGPXPYLNThITAOTlkK,0.591,0.585,2,-6.35,1,0,0,0,110.94,205473,4,playlist_2020,0
Tones And I,Dance Monkey,Dance Monkey,2019-05-10,62,australian pop, dance pop,0,3001298,1rgnBhdG2JDFTbYkYRZAku,0.826,0.593,6,-6.401,0,0,0,0,98.083,209755,4,playlist_2020,1
Maroon 5,Memories,Memories,2019-09-20,29,pop,,0,39991348,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0,0,0,91.019,189486,4,playlist_2020,1
Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,72,art pop, electropop,0,78095752,54bFM56PmE4YLRnqpW6Tha,0.889,0.34,11,-7.773,0,0,0,0,94.009,174321,4,playlist_2020,1
Lil Uzi Vert,Eternal Atake,That Way - Bonus Track,2020-03-06,61,melodic rap, philly rap,1,14785203,2ajzBr7vwHTEBeqDzcsNRC,0.712,0.598,7,-5.368,0,0,0,0,130.007,212354,4,playlist_2020,1
Ariana Grande,Positions,34+35,2020-10-30,78,dance pop, pop,1,88885727,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0,0,0,109.978,173711,4,playlist_2020,0
